episode,op_actual,category_id,generation_source,params_mutated,params_crossed,n_params_differ,ego_speed,ego_on_intersection,intersection_has_cars,distractor_cars,has_brake_checker,has_cluster,maximum_distractor_speed,distance_to_nearest,cluster_dist,brake_dist,intersection_cars,num_steps,reward_sum,pvl,failure,termination_reason
47,fresh,2,fresh,,,0,20.0,0,0,3,0,0,15.0,5.0,15.0,35.0,2,707,-0.7474429607391357,0.11811083466831537,,unknown
48,replay,2,replay,,,0,20.0,0,0,3,0,0,15.0,5.0,15.0,35.0,2,840,12.789306640625,0.15790807365750273,,unknown
49,fresh,0,fresh,,,0,10.0,0,0,0,1,0,10.0,5.0,10.0,55.0,0,1000,12.99229907989502,0.09354954250343143,,
50,replay,0,replay,,,0,10.0,0,0,0,1,0,10.0,5.0,10.0,55.0,0,1000,2.2755229473114014,0.2826714648175985,,
51,fresh,0,fresh,,,0,0.0,0,0,0,0,0,10.0,5.0,5.0,20.0,0,246,14.5443115234375,0.6625163258636385,,unknown
52,replay,0,replay,,,0,0.0,0,0,0,0,0,10.0,5.0,5.0,20.0,0,68,-0.30884218215942383,0.0603182324591805,,unknown
53,fresh,1,fresh,,,0,5.0,0,0,2,1,0,15.0,40.0,15.0,55.0,2,139,-0.2566004991531372,0.04587919596019838,,unknown
54,crossover,4,crossover,,has_cluster|cluster_dist|brake_dist,2,10.0,0,0,8,1,0,15.0,40.0,10.0,55.0,2,139,5.093911647796631,0.2975650386308595,,unknown
55,fresh,0,fresh,,,0,20.0,1,1,0,1,0,20.0,20.0,10.0,55.0,0,570,26.437124252319336,0.4545053769197119,,unknown
56,crossover,4,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|distractor_cars|has_brake_checker|intersection_cars|has_cluster|maximum_distractor_speed|cluster_dist|brake_dist,7,20.0,1,0,8,0,1,20.0,40.0,10.0,10.0,2,327,11.559404373168945,0.2757216626742644,,unknown
57,fresh,4,fresh,,,0,15.0,0,0,8,1,1,20.0,40.0,5.0,55.0,0,319,10.98388385772705,0.25244733838650596,,unknown
58,mutation,6,mutation,maximum_distractor_speed,,0,15.0,1,1,18,0,0,10.0,40.0,5.0,55.0,3,1000,48.480037689208984,0.39506483421241867,,
59,fresh,6,fresh,,,0,5.0,0,0,18,0,0,15.0,20.0,10.0,10.0,3,1000,3.345165491104126,0.2080981769738719,,
60,mutation,4,mutation,maximum_distractor_speed,,1,10.0,0,0,8,1,0,10.0,40.0,10.0,55.0,2,1000,19.17142677307129,0.11644640007102862,,
61,fresh,3,fresh,,,0,5.0,1,1,5,1,0,15.0,10.0,5.0,20.0,1,622,11.925479888916016,0.15497711662748093,,unknown
62,mutation,5,mutation,cluster_dist,,0,15.0,0,0,12,1,0,5.0,5.0,5.0,35.0,1,56,-0.06525897979736328,0.026320819343839372,,unknown
63,fresh,4,fresh,,,0,20.0,1,1,8,1,1,5.0,20.0,10.0,35.0,1,498,3.9420549869537354,0.15439287947872318,,unknown
64,replay,4,replay,,,0,20.0,1,1,8,1,1,5.0,20.0,10.0,35.0,1,122,3.248847246170044,0.17836189702092137,,unknown
65,fresh,1,fresh,,,0,15.0,0,0,2,1,1,15.0,40.0,5.0,55.0,2,1000,15.75522518157959,0.13838829035661182,,
66,replay,1,replay,,,0,15.0,0,0,2,1,1,15.0,40.0,5.0,55.0,2,268,-0.06415164470672607,0.13875813422457023,,unknown
67,fresh,3,fresh,,,0,5.0,1,1,5,0,0,20.0,40.0,10.0,20.0,2,561,7.560211658477783,0.14854991653790522,,unknown
68,crossover,6,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|distractor_cars|maximum_distractor_speed|distance_to_nearest|cluster_dist,0,15.0,0,0,18,0,0,10.0,5.0,10.0,55.0,1,1000,0.9379259347915649,0.31477224512025714,,
69,fresh,1,fresh,,,0,10.0,0,0,2,0,0,10.0,10.0,15.0,55.0,0,866,32.36985778808594,0.2741896775217757,,unknown
70,mutation,5,mutation,maximum_distractor_speed,,1,5.0,0,0,12,0,1,10.0,10.0,15.0,10.0,3,1000,2.9718167781829834,0.04657484594266861,,
71,fresh,3,fresh,,,0,10.0,0,0,4,0,1,20.0,5.0,10.0,35.0,2,78,-0.008917570114135742,0.014462658490699071,,unknown
72,mutation,0,mutation,brake_dist,,1,5.0,0,0,1,1,0,15.0,20.0,15.0,35.0,1,494,16.08482551574707,0.2587131683918297,,unknown
73,fresh,3,fresh,,,0,15.0,1,0,4,1,0,15.0,20.0,15.0,35.0,1,1000,41.60858917236328,0.25681979965325447,,
74,mutation,0,mutation,intersection_cars,,1,15.0,1,0,1,1,1,20.0,40.0,5.0,55.0,0,1000,1.767486810684204,0.012258214740315453,,
75,fresh,0,fresh,,,0,20.0,0,0,0,1,0,15.0,5.0,10.0,35.0,0,1000,31.675405502319336,0.14679087806958704,,
76,mutation,3,mutation,brake_dist,,1,15.0,0,0,5,0,0,10.0,5.0,15.0,20.0,1,129,-0.04436582326889038,0.1700720154904118,,unknown
77,fresh,4,fresh,,,0,20.0,1,0,8,0,0,20.0,5.0,10.0,10.0,1,67,-0.10204946994781494,0.25808317970428896,,unknown
78,crossover,5,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|distractor_cars|has_brake_checker|has_cluster|maximum_distractor_speed|brake_dist,8,5.0,0,0,12,0,1,20.0,40.0,15.0,10.0,1,224,1.0625219345092773,0.17861139360632347,,unknown
79,fresh,3,fresh,,,0,10.0,1,0,4,0,0,5.0,10.0,15.0,35.0,0,160,2.773604154586792,0.08126623046118767,,unknown
80,mutation,0,mutation,has_brake_checker,,1,15.0,1,0,1,0,1,20.0,40.0,5.0,55.0,1,1000,9.147812843322754,0.035935226881876586,,
81,fresh,0,fresh,,,0,20.0,1,0,0,1,0,5.0,40.0,5.0,10.0,0,1000,37.50270462036133,0.22252872662781736,,
82,replay,0,replay,,,0,20.0,1,0,0,1,0,5.0,40.0,5.0,10.0,0,109,-0.04920506477355957,0.08833863018849573,,unknown
83,fresh,6,fresh,,,0,20.0,0,0,18,0,0,15.0,20.0,5.0,10.0,0,173,6.036362171173096,0.19317991173465474,,unknown
84,crossover,4,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|brake_dist,2,15.0,0,0,8,1,1,15.0,40.0,15.0,55.0,2,351,11.544414520263672,0.09725097845974472,,unknown
85,fresh,2,fresh,,,0,10.0,0,0,3,1,0,15.0,20.0,10.0,55.0,2,1000,34.76890563964844,0.18882321936055085,,
86,replay,2,replay,,,0,10.0,0,0,3,1,0,15.0,20.0,10.0,55.0,2,150,-0.29403623938560486,0.22669148940593004,,unknown
87,fresh,0,fresh,,,0,10.0,1,1,1,1,1,10.0,5.0,15.0,55.0,1,386,16.99534034729004,0.1889029873964507,,unknown
88,replay,0,replay,,,0,10.0,1,1,1,1,1,10.0,5.0,15.0,55.0,1,767,23.195293426513672,0.0677030992022117,,unknown
89,fresh,1,fresh,,,0,15.0,1,0,2,1,0,10.0,20.0,10.0,35.0,1,779,13.037179946899414,0.025899156803726692,,unknown
90,mutation,5,mutation,has_brake_checker,,1,15.0,1,1,12,0,0,10.0,40.0,15.0,55.0,1,1000,31.60136604309082,0.07319513419573195,,
91,fresh,6,fresh,,,0,10.0,0,0,18,0,1,20.0,10.0,10.0,55.0,3,99,0.6114383339881897,0.039999325905522014,,unknown
92,crossover,0,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|has_brake_checker|distance_to_nearest,5,15.0,1,0,0,1,0,10.0,40.0,5.0,20.0,0,350,9.497597694396973,0.16405574935089265,,unknown
93,fresh,3,fresh,,,0,5.0,0,0,4,1,1,15.0,5.0,10.0,55.0,0,187,-0.004293203353881836,0.12466610853316233,,unknown
94,mutation,6,mutation,select_road|select_lane|ego_speed|ego_on_intersection|intersection_has_cars,,4,0.0,0,0,18,0,0,10.0,40.0,5.0,55.0,3,215,4.832605361938477,0.16602145602580073,,unknown
95,fresh,1,fresh,,,0,5.0,1,1,2,1,0,5.0,5.0,5.0,20.0,2,1000,27.26284408569336,0.16314269206032622,,
96,mutation,0,mutation,distractor_cars,,3,10.0,1,0,0,0,0,5.0,40.0,15.0,55.0,0,63,2.175647258758545,0.08346938015153957,,unknown
97,fresh,2,fresh,,,0,20.0,0,0,3,0,1,5.0,40.0,15.0,55.0,2,1000,33.48046875,0.20703933462803253,,
98,crossover,3,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|has_brake_checker|intersection_cars|maximum_distractor_speed|distance_to_nearest|cluster_dist,0,20.0,0,0,5,1,0,15.0,10.0,10.0,55.0,2,1000,32.57833480834961,0.14342309513734652,,
99,fresh,0,fresh,,,0,10.0,1,0,1,1,0,5.0,20.0,15.0,55.0,1,177,4.616874694824219,0.08956853719691267,,unknown
100,crossover,2,crossover,,distractor_cars|has_brake_checker|intersection_cars|maximum_distractor_speed|distance_to_nearest|cluster_dist,4,20.0,0,0,3,0,0,20.0,10.0,10.0,35.0,1,1000,25.503679275512695,0.10403544207266532,,
101,fresh,4,fresh,,,0,15.0,0,0,8,1,1,20.0,10.0,10.0,35.0,0,127,1.3614305257797241,0.056012364375720346,,unknown
102,replay,4,replay,,,0,15.0,0,0,8,1,1,20.0,10.0,10.0,35.0,0,965,33.300533294677734,0.10194104257922794,,unknown
103,fresh,1,fresh,,,0,5.0,1,1,2,0,1,15.0,10.0,10.0,20.0,2,339,11.674393653869629,0.07565680055008174,,unknown
104,crossover,5,crossover,,distractor_cars|maximum_distractor_speed|distance_to_nearest|brake_dist,2,5.0,0,0,12,0,1,10.0,40.0,15.0,55.0,1,190,4.600642681121826,0.020479167144941655,,unknown
105,fresh,2,fresh,,,0,10.0,0,0,3,0,1,20.0,20.0,5.0,20.0,1,275,1.345268964767456,0.05561901988969608,,unknown
106,crossover,3,crossover,,distractor_cars|has_brake_checker|has_cluster|distance_to_nearest|brake_dist,3,5.0,1,1,4,0,0,20.0,20.0,10.0,55.0,2,727,20.076066970825195,0.10216232439781062,,unknown
107,fresh,5,fresh,,,0,10.0,1,1,12,0,0,10.0,20.0,10.0,20.0,1,1000,15.778813362121582,0.08201620378950611,,
108,mutation,4,mutation,select_road|select_lane|ego_speed|ego_on_intersection|intersection_has_cars,,3,0.0,0,0,8,0,0,20.0,5.0,10.0,10.0,1,66,-0.004988133907318115,0.012918278363279322,,unknown
109,fresh,3,fresh,,,0,20.0,0,0,5,0,1,20.0,20.0,10.0,10.0,1,1000,0.5933420658111572,0.17471518956357612,,
110,mutation,0,mutation,distractor_cars,,2,5.0,1,1,0,1,0,5.0,5.0,5.0,20.0,0,591,19.700979232788086,0.13252364934931074,,unknown
111,fresh,2,fresh,,,0,15.0,0,0,3,1,1,10.0,5.0,15.0,20.0,1,1000,0.43152251839637756,0.13096486622467637,,
112,mutation,5,mutation,select_road|select_lane|ego_speed|ego_on_intersection|intersection_has_cars,,2,0.0,0,0,12,0,1,20.0,10.0,15.0,10.0,3,392,0.8309376835823059,0.03322140036188826,,unknown
113,fresh,4,fresh,,,0,5.0,0,0,8,1,0,10.0,20.0,15.0,35.0,3,1000,9.678435325622559,0.15348121413541957,,
114,crossover,2,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|has_brake_checker|intersection_cars|has_cluster|distance_to_nearest|cluster_dist,0,20.0,0,0,3,0,0,15.0,5.0,15.0,35.0,2,35,-0.006082266569137573,0.049773902552468434,,unknown
115,fresh,5,fresh,,,0,5.0,1,0,12,1,1,20.0,5.0,5.0,55.0,3,56,-0.014734357595443726,0.030406791598319875,,unknown
116,mutation,0,mutation,distractor_cars,,2,20.0,0,0,0,1,0,15.0,10.0,10.0,55.0,0,762,21.961698532104492,0.08944750514878767,,unknown
117,fresh,2,fresh,,,0,5.0,0,0,3,0,0,15.0,20.0,10.0,55.0,3,440,10.637654304504395,0.06923302500826221,,unknown
118,mutation,3,mutation,select_road|select_lane|ego_speed|ego_on_intersection|intersection_has_cars,,2,0.0,0,0,4,0,0,20.0,20.0,5.0,55.0,0,1000,28.64495849609375,0.10301388876815326,,
119,fresh,0,fresh,,,0,5.0,1,0,1,0,1,15.0,10.0,15.0,20.0,1,1000,7.940483093261719,0.04027091658487916,,
120,replay,0,replay,,,0,5.0,1,0,1,0,1,15.0,10.0,15.0,20.0,1,114,2.87062931060791,0.03598410521813652,,unknown
121,fresh,3,fresh,,,0,20.0,0,0,5,0,1,15.0,20.0,15.0,35.0,1,198,4.281229019165039,0.06143116153249837,,unknown
122,replay,3,replay,,,0,20.0,0,0,5,0,1,15.0,20.0,15.0,35.0,1,209,6.434493541717529,0.0636664311352529,,unknown
123,fresh,0,fresh,,,0,20.0,1,1,0,0,0,20.0,10.0,10.0,10.0,0,256,6.807188987731934,0.062387429916270776,,unknown
124,crossover,4,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|has_cluster,2,10.0,1,0,8,0,0,20.0,5.0,10.0,10.0,1,57,-0.011339813470840454,0.03917468216662344,,unknown
125,fresh,5,fresh,,,0,15.0,0,0,12,1,0,5.0,20.0,5.0,35.0,3,1000,5.379856109619141,0.12413109176140279,,
126,replay,5,replay,,,0,15.0,0,0,12,1,0,5.0,20.0,5.0,35.0,3,1000,8.84316349029541,0.11479239248437807,,
127,fresh,1,fresh,,,0,5.0,1,0,2,0,1,15.0,40.0,15.0,20.0,2,1000,3.404364585876465,0.05329238827235531,,
128,replay,1,replay,,,0,5.0,1,0,2,0,1,15.0,40.0,15.0,20.0,2,637,21.446269989013672,0.16469696708231157,,unknown
129,fresh,3,fresh,,,0,5.0,1,1,4,1,1,15.0,20.0,15.0,55.0,0,121,3.2921810150146484,0.1426990405802638,,unknown
130,mutation,5,mutation,select_road|select_lane|ego_speed|ego_on_intersection|intersection_has_cars,,2,0.0,0,0,12,0,1,20.0,10.0,15.0,10.0,3,55,0.7026822566986084,0.026673760536042125,,unknown
131,fresh,0,fresh,,,0,15.0,0,0,0,1,0,20.0,40.0,5.0,35.0,0,188,4.851413726806641,0.10554474254356737,,unknown
132,mutation,6,mutation,has_cluster,,0,15.0,1,1,18,0,0,10.0,40.0,5.0,55.0,3,1000,2.7776830196380615,0.1392954833963886,,
133,fresh,1,fresh,,,0,20.0,1,1,2,1,0,20.0,5.0,15.0,55.0,1,1000,0.404800146818161,0.01979181939526461,,
134,crossover,6,crossover,,distractor_cars|intersection_cars|has_cluster|distance_to_nearest,1,0.0,0,0,18,0,0,10.0,5.0,5.0,55.0,3,67,-0.005741119384765625,0.05629374091026943,,unknown
135,fresh,4,fresh,,,0,15.0,0,0,8,0,1,15.0,10.0,5.0,20.0,3,1000,-0.008269217796623707,0.07054311973229051,,
136,crossover,5,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|has_brake_checker|has_cluster|maximum_distractor_speed|distance_to_nearest,8,5.0,0,0,12,0,1,20.0,10.0,15.0,55.0,1,174,1.3462495803833008,0.09430426342048864,,unknown
137,fresh,5,fresh,,,0,5.0,0,0,12,0,0,5.0,5.0,15.0,10.0,0,66,0.0007818043231964111,0.04983396891673857,,unknown
138,crossover,6,crossover,,has_cluster|maximum_distractor_speed|distance_to_nearest|cluster_dist,0,15.0,0,0,18,0,0,10.0,5.0,10.0,55.0,1,1000,0.2106095850467682,0.23275592340528964,,
139,fresh,2,fresh,,,0,10.0,1,1,3,0,0,10.0,20.0,15.0,35.0,3,1000,0.08671824634075165,0.028160797880962492,,
140,crossover,0,crossover,,has_cluster|maximum_distractor_speed|cluster_dist|brake_dist,3,15.0,1,0,1,1,0,5.0,40.0,15.0,55.0,1,804,31.29212188720703,0.2414560233791873,,unknown
141,fresh,6,fresh,,,0,20.0,0,0,18,0,1,5.0,20.0,5.0,55.0,0,1000,0.7694910764694214,0.02387557123415172,,
142,crossover,1,crossover,,distractor_cars|has_brake_checker|has_cluster|distance_to_nearest|cluster_dist|brake_dist,1,10.0,0,0,2,0,0,5.0,5.0,15.0,55.0,2,86,1.299793004989624,0.08288356410556061,,unknown
143,fresh,5,fresh,,,0,10.0,1,0,12,1,1,15.0,10.0,15.0,20.0,1,63,0.41547197103500366,0.00825959535699988,,unknown
144,crossover,4,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|has_cluster|cluster_dist,2,15.0,0,0,8,1,1,5.0,5.0,5.0,55.0,2,65,-0.014492988586425781,0.018602615448001486,,unknown
145,fresh,1,fresh,,,0,15.0,1,1,2,0,0,10.0,5.0,15.0,35.0,2,185,5.113321781158447,0.08504320701231828,,unknown
146,replay,1,replay,,,0,15.0,1,1,2,0,0,10.0,5.0,15.0,35.0,2,1000,0.06064190715551376,0.16371956810215488,,
147,fresh,5,fresh,,,0,15.0,1,1,12,1,0,10.0,20.0,5.0,35.0,2,1000,0.9810810685157776,0.04071277846232988,,
148,mutation,6,mutation,maximum_distractor_speed,,0,15.0,1,1,18,0,0,10.0,40.0,5.0,55.0,3,174,5.842892646789551,0.12831922573165905,,unknown
149,fresh,5,fresh,,,0,15.0,1,1,12,1,0,15.0,5.0,10.0,20.0,3,66,0.0036877095699310303,0.061189367125431694,,unknown
150,crossover,1,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|has_brake_checker|has_cluster|maximum_distractor_speed|distance_to_nearest,4,5.0,1,1,2,1,0,5.0,5.0,15.0,35.0,1,42,-0.008149206638336182,0.03922949083859012,,unknown
151,fresh,2,fresh,,,0,5.0,0,0,3,0,0,15.0,5.0,10.0,55.0,0,1000,0.30319225788116455,0.21949849531566723,,
152,replay,2,replay,,,0,5.0,0,0,3,0,0,15.0,5.0,10.0,55.0,0,1000,3.0932037830352783,0.10278476584143936,,
153,fresh,3,fresh,,,0,20.0,1,0,5,1,0,5.0,5.0,10.0,20.0,3,62,-0.009539306163787842,0.024974321961523063,,unknown
154,crossover,6,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|distractor_cars|distance_to_nearest|cluster_dist|brake_dist,5,15.0,0,0,18,0,0,10.0,5.0,10.0,55.0,3,1000,-0.004873980768024921,0.005201944012194872,,
155,fresh,0,fresh,,,0,5.0,0,0,1,1,0,5.0,40.0,5.0,55.0,0,273,8.144951820373535,0.0896538776096516,,unknown
156,crossover,4,crossover,,distractor_cars|has_brake_checker|intersection_cars|has_cluster|distance_to_nearest|brake_dist,4,20.0,1,1,8,0,0,5.0,5.0,10.0,10.0,1,1000,-0.030357003211975098,0.25089985606074333,,
157,fresh,6,fresh,,,0,10.0,0,0,18,0,0,15.0,5.0,15.0,35.0,0,206,-0.01276177167892456,0.11946257987755884,,unknown
158,replay,6,replay,,,0,10.0,0,0,18,0,0,15.0,5.0,15.0,35.0,0,147,3.797161817550659,0.2127991709604758,,unknown
159,fresh,2,fresh,,,0,15.0,0,0,3,0,1,20.0,10.0,10.0,35.0,2,1000,0.2319440096616745,0.008338456902187317,,
160,crossover,6,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|has_cluster|maximum_distractor_speed|distance_to_nearest|cluster_dist,6,20.0,1,0,18,0,0,20.0,5.0,10.0,55.0,3,1000,0.026328250765800476,0.17152749742148443,,
161,fresh,6,fresh,,,0,10.0,0,0,18,0,1,20.0,20.0,10.0,20.0,1,149,1.2214454412460327,0.059390428707303614,,unknown
162,replay,6,replay,,,0,10.0,0,0,18,0,1,20.0,20.0,10.0,20.0,1,331,-0.03526490926742554,0.2004191389932013,,unknown
163,fresh,5,fresh,,,0,20.0,1,1,12,0,0,5.0,40.0,10.0,10.0,1,364,6.642276287078857,0.13009481246910662,,unknown
164,mutation,5,mutation,has_brake_checker,,0,20.0,1,1,12,0,0,5.0,40.0,10.0,10.0,1,221,6.8007330894470215,0.1447483604116475,,unknown
165,fresh,0,fresh,,,0,20.0,0,0,0,1,0,20.0,40.0,5.0,35.0,0,633,24.359468460083008,0.19342755044753093,,unknown
166,replay,0,replay,,,0,20.0,0,0,0,1,0,20.0,40.0,5.0,35.0,0,220,-0.038830697536468506,0.07740300318056886,,unknown
167,fresh,2,fresh,,,0,5.0,0,0,3,1,0,15.0,5.0,5.0,35.0,3,1000,14.390251159667969,0.09373655167553807,,
168,crossover,3,crossover,,select_lane|ego_speed|ego_on_intersection|intersection_has_cars|cluster_dist,2,20.0,0,0,4,0,0,20.0,20.0,5.0,55.0,0,163,4.39188814163208,0.14481926636278994,,unknown
169,fresh,3,fresh,,,0,10.0,0,0,4,0,1,10.0,20.0,5.0,20.0,3,325,11.837823867797852,0.17388803163400063,,unknown
