episode,op_actual,category_id,generation_source,params_mutated,params_crossed,n_params_differ,ego_speed,ego_on_intersection,intersection_has_cars,distractor_cars,has_brake_checker,has_cluster,maximum_distractor_speed,distance_to_nearest,cluster_dist,brake_dist,intersection_cars,num_steps,reward_sum,pvl,failure,termination_reason
170,replay,3,replay,,,0,10.0,0,0,4,0,1,10.0,20.0,5.0,20.0,3,1000,0.3114713728427887,0.2098714170437306,,
171,fresh,2,fresh,,,0,10.0,0,0,3,0,1,10.0,5.0,10.0,20.0,3,231,5.356406211853027,0.055060809023589605,,unknown
172,mutation,0,mutation,distractor_cars,,2,15.0,1,1,0,0,0,10.0,40.0,5.0,55.0,0,452,16.79949951171875,0.15491909418972127,,unknown
173,fresh,4,fresh,,,0,10.0,0,0,8,0,1,20.0,10.0,10.0,20.0,3,47,0.3518839180469513,0.0,,unknown
174,mutation,4,mutation,intersection_cars,,1,20.0,1,0,8,0,1,20.0,40.0,10.0,10.0,0,132,2.740091562271118,0.0277297632542975,,unknown
175,fresh,3,fresh,,,0,15.0,1,1,4,0,1,10.0,20.0,15.0,55.0,3,284,8.009734153747559,0.08279274479145,,unknown
176,crossover,3,crossover,,distractor_cars|intersection_cars|distance_to_nearest,1,20.0,0,0,5,1,1,10.0,10.0,5.0,35.0,2,84,0.38828298449516296,0.04333440619077356,,unknown
177,fresh,0,fresh,,,0,10.0,0,0,0,0,0,10.0,20.0,15.0,20.0,0,351,10.396008491516113,0.04991498350516025,,unknown
178,mutation,0,mutation,distance_to_nearest,,1,5.0,0,0,1,1,0,15.0,5.0,15.0,35.0,1,116,1.2268997430801392,0.053167576114807664,,unknown
179,fresh,3,fresh,,,0,15.0,0,0,5,1,1,10.0,10.0,5.0,55.0,1,1000,0.40992993116378784,0.02056587346503511,,
180,crossover,6,crossover,,distractor_cars|intersection_cars|has_cluster|cluster_dist|brake_dist,3,20.0,0,0,18,0,0,15.0,20.0,10.0,55.0,3,1000,18.072223663330078,0.06784079171961639,,
